DATE_FOR,RTD_ST_CD,CustomerSegment,Tenure,Age,MART_STATUS,GENDER,CHANNEL1_6M,CHANNEL2_6M,CHANNEL3_6M,CHANNEL4_6M,CHANNEL5_6M,METHOD1_6M,RECENT_PAYMENT,PAYMENTS_6M,CHANNEL1_3M,CHANNEL2_3M,CHANNEL3_3M,CHANNEL4_3M,CHANNEL5_3M,METHOD1_3M,PAYMENTS_3M,NOT_DI_3M,NOT_DI_6M,EVENT1_30_FLAG,EVENT2_90_SUM,LOGINS,POLICYPURCHASECHANNEL,Call_Flag
5/20/2014,ST_S7,1,5.667351,51.915127,MS_S2,F,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/20/2014,ST_S7,2,5.667351,39.356605,MS_S2,F,0,5,0,1,0,6,0,6,0,4,0,0,0,4,4,0,0,0,2,0,0,0
5/20/2014,ST_S38,1,5.667351,57.817933,MS_S2,F,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S42,1,5.667351,57.201917,MS_S3,F,0,2,0,3,0,5,0,5,0,1,0,2,0,3,3,0,0,0,0,0,0,0
5/20/2014,ST_S24,1,5.667351,64.928131,MS_S2,M,0,3,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0
5/20/2014,ST_S11,1,5.667351,46.792608,MS_S2,M,0,0,0,0,0,6,0,6,0,0,0,0,0,4,4,0,0,0,2,3,1,0
5/20/2014,ST_S4,1,5.667351,67.605749,MS_S2,M,0,6,0,0,0,6,0,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/19/2014,ST_S9,1,5.670089,30.732375,MS_S1,F,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,1,0,0,0
5/20/2014,ST_S25,1,5.667351,24.889802,MS_S1,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,2,1,0
5/19/2014,ST_S9,1,5.670089,34.214921,MS_S1,M,0,0,0,0,0,5,0,6,0,0,0,0,0,3,3,0,0,0,0,1,0,0
5/20/2014,ST_S3,1,5.667351,54.55989,MS_S1,F,0,4,0,1,0,5,0,5,0,2,0,1,0,3,3,0,0,0,0,0,0,0
5/20/2014,ST_S10,1,5.667351,46.852841,MS_S2,M,5,0,0,1,0,0,0,7,3,0,0,0,0,0,4,1,1,0,0,2,0,0
5/16/2014,ST_S14,1,5.615332,70.069815,MS_S2,M,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0
5/20/2014,ST_S7,2,5.667351,59.52909,MS_S2,M,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S7,1,5.667351,68.553046,MS_S2,M,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0
5/20/2014,ST_S7,1,5.667351,50.302533,MS_S1,F,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S14,1,5.667351,40.366872,MS_S2,F,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S0,1,5.667351,29.262149,MS_S1,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,1,2,0,0
5/15/2014,ST_S7,1,5.598905,56.599589,MS_S2,M,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,1,0,0
5/20/2014,ST_S33,1,5.667351,65.765914,MS_S2,F,0,5,1,0,0,5,0,6,0,2,1,0,0,2,3,0,0,0,0,0,0,0
5/20/2014,ST_S7,1,5.667351,67.132101,MS_S2,F,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S22,1,5.667351,59.137577,MS_S0,F,0,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5/20/2014,ST_S39,1,5.667351,70.349076,MS_S2,M,0,0,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S40,1,5.667351,50.628337,MS_S2,M,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S3,1,5.667351,57.73306,MS_S3,F,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0
5/20/2014,ST_S9,1,9.859001,56.205339,MS_S1,M,0,2,0,1,0,3,0,3,0,2,0,0,0,2,2,0,0,0,0,0,0,0
5/15/2014,ST_S21,2,5.667351,49.634497,MS_S2,M,0,1,0,9,0,10,0,10,0,1,0,4,0,5,5,0,0,0,0,0,0,0
5/20/2014,ST_S7,NONE,5.667351,53.659138,MS_S1,F,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0
5/20/2014,ST_S4,1,5.667351,52.44627,MS_S2,F,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/19/2014,ST_S25,1,5.670089,57.100616,MS_S2,F,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/18/2014,ST_S14,2,5.667351,33.270363,MS_S1,F,6,0,0,0,0,0,0,6,3,0,0,0,0,0,3,1,1,0,0,3,0,0
5/20/2014,ST_S7,1,5.667351,28.824093,MS_S1,F,0,0,0,0,0,9,0,9,0,0,0,0,0,5,5,0,0,0,0,4,0,0
5/20/2014,ST_S16,NONE,5.667351,46.091718,MS_S2,M,0,1,0,0,5,1,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/18/2014,ST_S15,1,5.667351,26.277892,MS_S2,F,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,1,1,0
5/20/2014,ST_S7,1,5.667351,69.270363,MS_S2,F,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5/20/2014,ST_S7,1,5.667351,70.466804,MS_S0,F,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S25,2,5.667351,48.213552,MS_S4,M,0,0,0,1,0,2,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5/20/2014,ST_S14,1,6.201232,52.772074,MS_S4,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,1,0,0
5/20/2014,ST_S7,1,5.667351,52.766598,MS_S2,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/20/2014,ST_S9,1,5.667351,34.135524,MS_S1,M,0,2,0,3,0,5,0,5,0,1,0,1,0,2,2,0,0,0,0,0,1,0
5/20/2014,ST_S1,2,5.667351,32.550308,MS_S1,F,0,1,5,0,0,0,0,6,0,1,2,0,0,0,3,0,0,0,0,0,0,0
5/15/2014,ST_S0,1,5.6564,29.905544,MS_S1,M,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5/20/2014,ST_S33,1,17.382615,56.281999,MS_S1,M,0,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5/20/2014,ST_S0,1,5.667351,40.265572,MS_S2,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,1,0
5/20/2014,ST_S7,1,5.667351,53.650924,MS_S2,M,0,4,0,1,0,5,0,5,0,2,0,0,0,2,2,0,0,0,1,0,1,0
5/20/2014,ST_S35,1,5.667351,49.390828,MS_S1,M,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/13/2014,ST_S22,1,9.97399,33.163587,MS_S1,F,0,0,0,0,0,1,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0
5/20/2014,ST_S7,2,5.629021,26.924025,MS_S1,M,0,2,0,0,0,8,0,8,0,1,0,0,0,4,4,0,0,0,0,1,0,0
5/20/2014,ST_S9,2,5.667351,57.820671,MS_S2,M,0,0,0,0,0,0,1,6,0,0,0,0,0,0,4,0,0,0,1,0,0,0
5/17/2014,ST_S7,2,5.664613,58.57358,MS_S3,M,0,0,0,1,0,4,0,4,0,0,0,1,0,2,2,0,0,0,0,1,1,0
5/15/2014,ST_S15,1,5.664613,39.887748,MS_S1,M,0,0,0,3,0,4,0,4,0,0,0,1,0,2,2,0,0,0,0,1,0,0
5/13/2014,ST_S24,NONE,5.664613,44.774812,MS_S2,M,0,6,0,1,0,7,1,7,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/20/2014,ST_S9,1,5.667351,40.629706,MS_S4,F,0,5,1,0,0,4,0,6,0,2,1,0,0,1,3,0,0,0,0,1,0,0
5/14/2014,ST_S6,1,5.664613,58.75154,MS_S1,M,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2014,ST_S0,1,5.653662,34.787132,MS_S1,M,0,0,0,5,0,5,0,5,0,0,0,2,0,2,2,0,0,0,0,0,0,1
5/17/2014,ST_S7,2,5.664613,44.908966,MS_S0,M,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/13/2014,ST_S3,1,5.604381,33.489391,MS_S2,M,0,0,0,0,0,1,0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/18/2014,ST_S7,1,5.661875,59.430527,MS_S2,M,1,3,2,0,0,3,0,6,0,1,2,0,0,1,3,0,1,0,0,0,1,0
5/17/2014,ST_S16,2,5.661875,28.533881,MS_S1,M,0,4,0,2,0,6,0,6,0,2,0,1,0,3,3,0,0,0,0,0,0,0
5/20/2014,ST_S39,1,5.661875,39.789185,MS_S3,F,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/19/2014,ST_S22,2,5.661875,51.441478,MS_S4,F,4,2,0,0,0,6,0,6,1,2,0,0,0,3,3,1,1,0,2,0,0,0
5/14/2014,ST_S7,2,5.601643,41.648186,MS_S1,M,0,2,0,3,0,2,0,5,0,2,0,1,0,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S6,1,5.659138,51.37577,MS_S3,F,4,0,0,0,0,5,0,5,2,0,0,0,0,2,2,1,1,0,0,4,0,0
5/19/2014,ST_S22,1,5.631759,55.890486,MS_S2,M,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0
5/16/2014,ST_S7,2,5.596167,33.73306,MS_S2,F,0,1,0,0,0,0,0,6,0,1,0,0,0,0,3,0,0,0,0,5,0,0
5/20/2014,ST_S11,1,5.659138,43.192334,MS_S1,F,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5/20/2014,ST_S13,1,5.659138,28.005476,MS_S1,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,1,1,0
5/19/2014,ST_S11,1,5.659138,43.077344,MS_S2,M,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,2,1,0
5/13/2014,ST_S4,1,5.6564,37.374401,MS_S1,F,0,0,0,0,0,2,0,5,0,0,0,0,0,1,2,0,1,0,1,3,0,0
5/18/2014,ST_S33,1,5.648186,51.468857,MS_S0,F,0,1,0,3,0,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0
5/15/2014,ST_S22,1,5.6564,31.649555,MS_S1,M,1,4,0,1,0,6,0,6,0,2,0,0,0,2,2,0,1,0,2,0,0,0
5/16/2014,ST_S7,1,5.596167,51.928816,MS_S2,F,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/15/2014,ST_S4,2,5.6564,40.637919,MS_S2,F,0,1,0,0,0,4,1,4,0,1,0,0,0,3,3,0,0,0,2,4,0,0
5/16/2014,ST_S10,1,5.6564,62.349076,MS_S2,F,0,1,0,1,0,2,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0
5/16/2014,ST_S4,1,5.511294,63.039014,MS_S1,F,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2014,ST_S7,1,5.6564,37.672827,MS_S2,M,0,0,0,1,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,3,0,0
5/16/2014,ST_S4,1,5.598905,44.596851,MS_S1,F,0,0,0,1,0,5,0,5,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/13/2014,ST_S12,3,5.6564,44.079398,MS_S1,M,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/14/2014,ST_S24,3,5.6564,31.301848,MS_S1,F,0,6,0,0,0,6,0,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/18/2014,ST_S7,2,5.6564,64.750171,MS_S1,F,0,0,0,2,0,2,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5/18/2014,ST_S28,1,5.6564,54.272416,MS_S1,F,0,0,1,0,0,5,1,6,0,0,0,0,0,3,3,0,0,0,0,4,0,0
5/13/2014,ST_S7,2,5.604381,31.411362,MS_S2,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,1,0,0
5/20/2014,ST_S3,1,5.64271,55.436003,MS_S1,M,0,2,0,2,0,4,0,4,0,2,0,1,0,3,3,0,0,0,0,0,0,0
5/15/2014,ST_S7,1,5.6564,61.431896,MS_S2,M,0,0,0,0,0,7,0,8,0,0,0,0,0,1,2,0,0,0,0,2,1,0
5/19/2014,ST_S9,1,5.653662,31.145791,MS_S1,F,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,20,1,0
5/19/2014,ST_S4,3,8.588638,75.356605,MS_S0,F,0,0,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S9,1,5.653662,40.539357,MS_S2,M,0,5,0,1,0,7,0,7,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/13/2014,ST_S7,1,5.519507,30.143737,MS_S2,F,0,0,0,0,0,11,0,11,0,0,0,0,0,5,5,0,0,0,0,2,0,0
5/14/2014,ST_S7,2,5.653662,66.715948,MS_S4,F,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S9,1,5.601643,64.517454,MS_S4,F,0,3,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5/15/2014,ST_S15,1,5.653662,34.272416,MS_S3,M,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,2,0,0
5/18/2014,ST_S9,1,5.653662,50.976044,MS_S0,F,0,0,0,1,0,5,1,5,0,0,0,0,0,3,3,0,0,0,0,1,0,0
5/17/2014,ST_S7,1,5.593429,75.540041,MS_S1,M,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S11,1,5.653662,58.340862,MS_S1,F,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,1,0
5/16/2014,ST_S7,1,5.607118,66.537988,MS_S1,F,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0
5/20/2014,ST_S3,1,5.585216,52.060233,MS_S2,M,0,1,0,1,0,2,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5/19/2014,ST_S7,2,5.653662,45.242984,MS_S4,F,0,1,0,1,0,0,1,6,0,1,0,0,0,0,3,0,0,0,0,2,0,0
5/16/2014,ST_S13,1,5.653662,35.805613,MS_S2,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/18/2014,ST_S0,2,5.650924,41.637235,MS_S1,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,1,1,0
5/13/2014,ST_S47,1,5.604381,51.493498,MS_S2,M,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,1,3,0,0
5/17/2014,ST_S7,1,5.593429,49.79603,MS_S2,F,0,0,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,1,0,0
5/17/2014,ST_S7,1,5.593429,54.631075,MS_S1,M,0,0,6,0,0,0,1,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/15/2014,ST_S0,1,5.650924,57.930185,MS_S2,M,0,0,0,0,0,5,0,5,0,0,0,0,0,2,2,0,0,0,0,1,0,0
5/18/2014,ST_S7,1,5.650924,43.947981,MS_S0,F,0,0,0,0,0,6,1,6,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/14/2014,ST_S45,1,5.650924,27.635866,MS_S2,M,0,6,0,0,0,6,1,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/15/2014,ST_S0,2,5.650924,45.481177,MS_S4,M,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,3,1,0
5/18/2014,ST_S20,1,5.590691,55.909651,MS_S3,F,0,1,3,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/19/2014,ST_S7,1,5.587953,38.075291,MS_S2,F,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,0,2,0,0
5/14/2014,ST_S14,1,5.601643,54.461328,MS_S2,M,0,0,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,1,0
5/19/2014,ST_S40,2,5.648186,59.504449,MS_S2,F,0,2,0,4,1,0,0,7,0,0,0,2,1,0,3,0,0,0,2,0,1,0
5/19/2014,ST_S7,2,5.648186,44.709103,MS_S2,M,0,0,0,4,0,4,0,6,0,0,0,1,0,1,1,0,0,0,1,4,1,0
5/20/2014,ST_S7,2,5.648186,44.347707,MS_S1,F,0,1,0,2,2,0,0,5,0,1,0,0,1,0,2,0,0,0,3,0,0,0
5/17/2014,ST_S7,1,5.568789,60.049281,MS_S2,F,0,0,0,4,0,4,1,4,0,0,0,2,0,2,2,0,0,0,0,0,0,1
5/13/2014,ST_S7,1,5.604381,44.572211,MS_S2,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/16/2014,ST_S9,1,5.596167,35.216975,MS_S2,M,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S38,1,5.64271,46.65024,MS_S1,M,0,4,0,1,0,5,1,5,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/19/2014,ST_S4,1,5.623546,43.419576,MS_S1,F,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/15/2014,ST_S3,1,5.648186,74.212183,MS_S0,M,0,1,0,2,0,3,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5/16/2014,ST_S11,1,7.241615,32.019165,MS_S4,F,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,3,0,0
5/14/2014,ST_S14,1,5.648186,41.585216,MS_S1,F,0,6,0,0,0,6,0,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/15/2014,ST_S7,2,5.648186,54.086242,MS_S2,F,0,0,0,0,0,6,1,6,0,0,0,0,0,3,3,0,0,0,0,3,0,0
5/17/2014,ST_S32,1,5.648186,36.268309,MS_S1,M,5,0,0,0,0,7,0,7,2,0,0,0,0,4,4,1,1,0,0,2,1,0
5/16/2014,ST_S7,1,5.596167,51.526352,MS_S2,F,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S42,2,5.645448,48.164271,MS_S1,F,0,3,0,1,0,3,1,4,0,2,0,0,0,1,2,0,0,0,1,0,1,0
5/15/2014,ST_S7,1,5.598905,61.894593,MS_S2,M,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/16/2014,ST_S11,NONE,5.645448,31.27447,MS_S2,M,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/16/2014,ST_S7,1,5.645448,70.96783,MS_S2,F,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5/20/2014,ST_S9,1,8.290212,37.420945,MS_S1,F,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,4,0,0
5/18/2014,ST_S16,3,5.645448,40.72553,MS_S2,F,0,3,1,2,0,5,0,6,0,2,0,2,0,4,4,0,0,0,2,0,0,0
5/13/2014,ST_S14,1,5.645448,36.99384,MS_S2,M,0,0,0,0,0,5,0,5,0,0,0,0,0,2,2,0,0,0,1,1,0,0
5/16/2014,ST_S33,NONE,5.645448,47.373032,MS_S2,M,0,5,0,0,0,5,0,5,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/14/2014,ST_S0,1,5.645448,36,MS_S2,M,0,0,0,0,0,3,0,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0
5/18/2014,ST_S38,1,5.590691,65.180014,MS_S1,M,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/15/2014,ST_S9,2,5.645448,27.403149,MS_S1,F,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
5/13/2014,ST_S4,1,5.804244,32.238193,MS_S1,M,0,0,0,0,0,2,0,5,0,0,0,0,0,1,2,0,0,0,1,6,0,0
5/19/2014,ST_S14,2,5.645448,58.874743,MS_S2,F,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5/16/2014,ST_S9,2,5.645448,36.396988,MS_S1,M,0,5,0,0,0,5,0,5,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/14/2014,ST_S9,1,5.645448,32.060233,MS_S1,M,0,0,0,0,0,4,0,6,0,0,0,0,0,2,3,0,0,0,0,1,0,0
5/14/2014,ST_S12,1,5.645448,46.472279,MS_S2,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,1,0,0
5/14/2014,ST_S12,1,5.645448,38.234086,MS_S1,M,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/17/2014,ST_S3,1,5.645448,65.670089,MS_S2,F,0,0,6,0,1,0,1,7,0,0,3,0,0,0,3,0,0,0,1,0,0,0
5/20/2014,ST_S18,2,5.645448,29.697467,MS_S1,M,0,2,0,4,0,5,0,6,0,1,0,2,0,3,3,0,0,0,0,0,0,1
5/13/2014,ST_S16,1,5.519507,61.24846,MS_S2,M,0,0,5,1,0,1,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0
5/15/2014,ST_S9,2,5.64271,50.861054,MS_S2,F,0,0,0,0,0,5,0,5,0,0,0,0,0,2,2,0,0,0,0,1,0,0
5/16/2014,ST_S21,2,5.64271,44.744695,MS_S2,M,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2014,ST_S22,2,5.64271,40.703628,MS_S1,M,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,2,2,1,0
5/20/2014,ST_S9,1,5.64271,38.896646,MS_S4,F,0,0,0,0,0,5,0,8,0,0,0,0,0,2,4,0,0,0,0,2,0,0
5/13/2014,ST_S0,2,5.64271,48.219028,MS_S4,F,0,6,0,0,0,6,0,6,0,2,0,0,0,2,2,0,0,0,0,0,0,0
5/16/2014,ST_S15,1,5.596167,41.407255,MS_S2,F,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0
5/20/2014,ST_S12,1,5.585216,47.425051,MS_S3,F,0,3,0,1,0,0,0,6,0,1,0,1,0,0,3,0,0,0,0,0,0,0
5/20/2014,ST_S38,1,5.639973,46.759754,MS_S3,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/13/2014,ST_S7,2,5.552361,35.496235,MS_S4,M,0,0,0,0,0,5,0,5,0,0,0,0,0,2,2,0,0,0,2,1,0,0
5/14/2014,ST_S4,1,5.639973,50.140999,MS_S1,M,2,2,0,4,0,5,0,8,0,1,0,2,0,1,3,0,1,0,0,0,0,0
5/17/2014,ST_S6,1,5.637235,50.138261,MS_S3,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,1,0
5/15/2014,ST_S21,1,5.637235,49.716632,MS_S2,M,0,0,0,1,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5/14/2014,ST_S19,1,5.623546,69.256674,MS_S2,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,1,0,0
5/13/2014,ST_S7,2,5.604381,29.711157,MS_S2,F,0,1,0,0,5,0,0,6,0,1,0,0,2,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S9,1,5.637235,59.088296,MS_S1,F,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2014,ST_S7,1,5.637235,39.616701,MS_S2,F,0,0,0,0,0,7,0,7,0,0,0,0,0,4,4,0,0,0,0,2,1,0
5/18/2014,ST_S9,1,5.634497,49.357974,MS_S1,F,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/15/2014,ST_S25,1,5.598905,47.909651,MS_S1,M,0,0,0,1,0,2,0,4,0,0,0,1,0,0,1,0,0,0,0,9,0,0
5/19/2014,ST_S14,1,5.637235,65.368925,MS_S1,M,0,0,6,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,1
5/17/2014,ST_S20,1,5.637235,53.793292,MS_S1,M,0,0,0,2,0,1,0,5,0,0,0,2,0,1,3,0,0,0,2,0,0,0
5/17/2014,ST_S32,1,5.637235,36.539357,MS_S2,F,0,0,0,0,0,6,0,6,0,0,0,0,0,5,5,0,0,0,0,7,0,0
5/17/2014,ST_S16,1,5.637235,61.152635,MS_S2,M,0,6,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0
5/14/2014,ST_S7,2,5.637235,31.156742,MS_S1,M,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/18/2014,ST_S7,1,5.590691,35.55373,MS_S2,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/19/2014,ST_S29,1,5.587953,30.551677,MS_S1,M,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0
5/13/2014,ST_S40,2,5.637235,42.360027,MS_S3,F,0,6,0,0,0,6,0,6,0,3,0,0,0,3,3,0,0,0,0,0,0,0
5/18/2014,ST_S11,1,5.590691,51.641342,MS_S4,M,0,0,0,0,6,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0
5/13/2014,ST_S18,1,5.637235,40.95551,MS_S3,M,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5/16/2014,ST_S50,1,5.637235,27.748118,MS_S1,M,0,0,0,0,0,5,0,6,0,0,0,0,0,3,3,0,0,0,0,3,0,0
5/14/2014,ST_S0,1,5.516769,36.563997,MS_S2,M,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0
5/13/2014,ST_S7,1,5.637235,35.148528,MS_S2,M,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,0,0,0,0,2,0,0
5/15/2014,ST_S0,2,5.637235,59.871321,MS_S0,F,6,0,0,0,0,0,1,6,3,0,0,0,0,0,3,1,1,0,0,0,0,0
5/15/2014,ST_S24,1,5.598905,29.645448,MS_S1,F,0,1,0,0,0,11,0,11,0,1,0,0,0,6,6,0,0,0,0,2,0,0
5/14/2014,ST_S28,1,5.634497,56.391513,MS_S1,M,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
5/17/2014,ST_S7,1,5.593429,51.132101,MS_S1,F,0,5,0,0,0,5,0,6,0,3,0,0,0,3,3,0,0,0,0,2,0,0
